applicant_id,issue_date,year,month,region,region_unemp,gender,race,age_group,education,employment_status,annual_income,credit_score,loan_amount,debt_to_income,interest_rate,default
201503_10,2015-03-14,2015,3,S,0.06249517202329713,male,white,60+,bachelor,employed,54389.42,645,8540.78,0.21,0.01,0
201503_11,2015-03-02,2015,3,NE,0.050002106296185594,female,white,18-29,highschool,employed,42790.51,643,6323.88,0.305,0.01,0
201503_12,2015-03-08,2015,3,W,0.04154244449452098,female,black,45-59,highschool,employed,28760.13,617,10639.77,0.129,0.01,0
201503_13,2015-03-03,2015,3,NE,0.05213548658395834,female,hispanic,18-29,highschool,employed,41574.68,688,11755.7,0.176,0.01,0
201503_14,2015-03-23,2015,3,MW,0.03667695132483116,female,white,18-29,bachelor,employed,62418.15,689,13850.19,0.291,0.01,0
201503_15,2015-03-21,2015,3,S,0.06313071399391555,female,asian,30-44,master,self-employed,89946.73,675,23906.81,0.067,0.01,0
201503_16,2015-03-03,2015,3,MW,0.0426341496468198,male,hispanic,30-44,other,employed,25076.07,641,2452.86,0.293,0.01,0
201503_17,2015-03-01,2015,3,NE,0.049847149182912526,female,white,45-59,highschool,self-employed,56298.02,640,14515.54,0.216,0.01,1
201503_18,2015-03-24,2015,3,S,0.05159524462096623,male,other,60+,bachelor,employed,62222.14,557,16069.75,0.299,0.01,0
201503_19,2015-03-19,2015,3,S,0.05049109206649589,male,asian,30-44,bachelor,employed,68184.69,660,15551.05,0.124,0.01,1
201503_20,2015-03-18,2015,3,S,0.05868645658273526,male,asian,60+,bachelor,employed,65467.16,668,13025.65,0.16,0.01,0
201503_21,2015-03-17,2015,3,MW,0.04420691661474339,female,asian,45-59,bachelor,employed,67946.81,603,17267.7,0.031,0.01,1
201503_22,2015-03-20,2015,3,S,0.055212412694615874,female,white,30-44,bachelor,employed,56086.56,671,13801.72,0.144,0.01,0
201503_23,2015-03-24,2015,3,MW,0.0399805446039058,female,white,45-59,bachelor,employed,63434.02,647,13995.22,0.187,0.01,0
201503_24,2015-03-13,2015,3,S,0.0592802961174852,male,white,30-44,highschool,employed,35710.0,655,4792.24,0.063,0.01,0
201503_25,2015-03-03,2015,3,S,0.059788948675684336,female,white,18-29,master,employed,70094.71,661,17573.58,0.222,0.01,0
201503_26,2015-03-01,2015,3,S,0.053955357565602116,male,white,45-59,highschool,unemployed,9304.59,673,1000.0,0.061,0.01,0
201503_27,2015-03-04,2015,3,NE,0.05633961066665944,male,hispanic,18-29,bachelor,employed,53062.12,654,9126.9,0.232,0.01,0
201503_28,2015-03-25,2015,3,NE,0.04947937922887739,female,hispanic,30-44,bachelor,self-employed,58507.17,684,14800.91,0.28,0.01,0
201503_29,2015-03-13,2015,3,NE,0.05389877748144411,male,black,45-59,bachelor,employed,53734.33,685,19866.8,0.198,0.01,0
201503_30,2015-03-17,2015,3,NE,0.04188536209584952,male,hispanic,18-29,phd,employed,110917.31,646,26262.02,0.366,0.01,0
201503_31,2015-03-11,2015,3,MW,0.04676715433243206,male,asian,18-29,phd,employed,130065.74,674,38507.54,0.305,0.0804,0
201503_32,2015-03-02,2015,3,S,0.053642592661965326,male,white,60+,master,employed,86386.81,694,30054.03,0.284,0.01,0
201503_33,2015-03-25,2015,3,NE,0.05077761212977498,male,white,30-44,bachelor,employed,71431.05,648,14044.09,0.146,0.01,0
201503_34,2015-03-16,2015,3,W,0.04855341202827913,male,white,18-29,master,employed,97848.31,676,24498.25,0.195,0.01,0
201503_35,2015-03-02,2015,3,NE,0.05062849911088492,female,asian,45-59,bachelor,employed,75259.99,708,27229.93,0.224,0.01,1
201503_36,2015-03-19,2015,3,S,0.05807850364681277,female,white,30-44,master,employed,83276.4,666,20334.78,0.09,0.01,0
201503_37,2015-03-23,2015,3,S,0.0521741318419701,female,black,30-44,bachelor,employed,55875.01,614,14116.0,0.233,0.01,0
201503_38,2015-03-19,2015,3,MW,0.047845396297678214,female,white,60+,other,employed,20426.71,606,1000.0,0.167,0.01,1
201503_39,2015-03-25,2015,3,NE,0.056162624415589536,male,asian,45-59,other,employed,49668.47,726,10290.47,0.293,0.01,0
201503_40,2015-03-16,2015,3,S,0.04794929497509838,female,asian,30-44,master,employed,101656.3,680,27636.43,0.248,0.01,0
201503_41,2015-03-22,2015,3,MW,0.04109729950885337,female,black,45-59,highschool,employed,29155.1,587,17005.9,0.277,0.01,0
201503_42,2015-03-19,2015,3,W,0.04430732287249407,male,other,45-59,highschool,employed,38144.53,582,8752.11,0.147,0.01,0
201503_43,2015-03-09,2015,3,S,0.0495397710027452,female,hispanic,18-29,master,employed,64651.37,640,9512.34,0.323,0.01,0
201503_44,2015-03-01,2015,3,W,0.04562651115181471,male,hispanic,18-29,highschool,employed,26531.24,626,1011.81,0.351,0.01,0
201503_45,2015-03-10,2015,3,NE,0.055165592576999205,male,hispanic,18-29,master,employed,81584.84,704,20253.05,0.247,0.01,0
201503_46,2015-03-19,2015,3,S,0.06223793462256214,male,asian,45-59,bachelor,employed,67574.65,689,21602.49,0.148,0.01,0
201503_47,2015-03-01,2015,3,S,0.05553087484873251,female,black,30-44,bachelor,employed,49940.27,645,15034.48,0.15,0.01,0
201503_48,2015-03-02,2015,3,S,0.053378819945759,female,white,30-44,phd,employed,103159.77,671,27630.97,0.287,0.01,1
201503_49,2015-03-16,2015,3,NE,0.0540146198454033,female,white,60+,bachelor,self-employed,53445.07,664,18597.84,0.378,0.01,0
201503_50,2015-03-12,2015,3,S,0.0431801575287391,male,white,45-59,bachelor,employed,61231.99,594,12427.08,0.131,0.01,0
201503_51,2015-03-08,2015,3,MW,0.03972410763948421,male,white,18-29,bachelor,employed,66181.99,727,16621.88,0.176,0.01,0
201503_52,2015-03-23,2015,3,S,0.043391847966500426,male,white,30-44,bachelor,employed,53616.08,675,11322.49,0.264,0.01,0
201503_53,2015-03-18,2015,3,MW,0.03967150141322279,male,other,30-44,master,employed,80913.68,706,19142.6,0.147,0.01,1
201503_54,2015-03-02,2015,3,W,0.04416491236549,female,hispanic,30-44,highschool,employed,42387.07,604,6571.69,0.271,0.01,1
201503_55,2015-03-25,2015,3,NE,0.057388409389688394,male,hispanic,45-59,other,employed,29598.1,680,6023.62,0.233,0.01,0
201503_56,2015-03-13,2015,3,W,0.034194690169220054,female,white,45-59,phd,employed,123827.89,681,30846.11,0.198,0.01,0
201503_57,2015-03-06,2015,3,W,0.04591648699882833,female,white,30-44,highschool,employed,43292.89,613,9337.34,0.231,0.01,0
201503_58,2015-03-21,2015,3,W,0.051097832360890535,male,white,30-44,master,employed,100470.65,684,24473.42,0.227,0.01,0
201503_59,2015-03-26,2015,3,S,0.057053653316345466,female,white,45-59,bachelor,employed,56108.34,651,15647.25,0.187,0.01,0
201503_60,2015-03-06,2015,3,MW,0.05230869066767447,male,white,30-44,highschool,employed,27002.34,601,11705.37,0.077,0.01,0
201503_61,2015-03-09,2015,3,W,0.04880525739298294,male,white,18-29,other,employed,44469.87,616,16362.09,0.262,0.01,0
201503_62,2015-03-16,2015,3,NE,0.05187139090240573,male,hispanic,30-44,highschool,self-employed,38015.03,605,12549.45,0.31,0.01,1
201503_63,2015-03-11,2015,3,S,0.04580746584098725,female,black,18-29,highschool,employed,20184.63,596,1000.0,0.137,0.01,1
201503_64,2015-03-07,2015,3,S,0.050058655709115954,male,white,60+,bachelor,self-employed,60155.36,641,13597.2,0.122,0.01,0
201503_65,2015-03-10,2015,3,S,0.04608647628275988,female,white,18-29,bachelor,self-employed,59632.21,606,13810.91,0.28,0.01,0
201503_66,2015-03-10,2015,3,NE,0.0528630405395705,female,white,30-44,bachelor,employed,59550.2,631,12258.95,0.203,0.01,0
201503_67,2015-03-25,2015,3,S,0.05674345225878623,male,white,30-44,master,employed,69903.74,707,18845.34,0.229,0.01,0
201503_68,2015-03-20,2015,3,W,0.04956768983641758,female,hispanic,60+,bachelor,employed,62929.92,680,9355.17,0.141,0.01,0
201503_69,2015-03-18,2015,3,NE,0.045592831957709634,female,white,18-29,bachelor,employed,60661.48,619,21939.64,0.331,0.01,0
201503_70,2015-03-24,2015,3,W,0.04313525110341668,male,white,18-29,highschool,employed,52603.97,685,17931.88,0.253,0.01,0
201503_71,2015-03-20,2015,3,NE,0.05104723466148209,male,white,18-29,bachelor,employed,69739.72,591,19347.74,0.299,0.01,0
201503_72,2015-03-09,2015,3,MW,0.04165306973614433,female,white,18-29,highschool,employed,28964.43,725,6992.67,0.272,0.01,0
201503_73,2015-03-15,2015,3,NE,0.04489797718083882,male,black,18-29,highschool,employed,27937.29,679,11899.68,0.262,0.01,0
201503_74,2015-03-04,2015,3,NE,0.04745805314370966,female,asian,30-44,bachelor,self-employed,82515.94,647,23386.61,0.244,0.01,0
201503_75,2015-03-08,2015,3,W,0.04469628981982346,male,black,18-29,highschool,employed,53239.62,660,17736.46,0.263,0.01,1
201503_76,2015-03-09,2015,3,MW,0.04066638512685773,male,white,18-29,highschool,employed,45287.29,599,11085.61,0.167,0.01,0
201503_77,2015-03-13,2015,3,MW,0.03887116091621199,male,white,45-59,highschool,employed,37787.25,646,16604.06,0.276,0.01,0
201503_78,2015-03-09,2015,3,NE,0.05224344884169454,male,white,30-44,other,self-employed,31510.37,634,12545.14,0.257,0.01,0
201503_79,2015-03-26,2015,3,S,0.06278024719738529,female,hispanic,30-44,other,employed,36276.99,609,11107.39,0.053,0.01,0
201503_80,2015-03-04,2015,3,S,0.05480497899690673,male,white,30-44,bachelor,employed,59259.21,638,19838.69,0.154,0.01,0
201503_81,2015-03-17,2015,3,MW,0.046112170684849636,female,white,60+,other,employed,19999.29,615,3323.17,0.263,0.01,0
201503_82,2015-03-16,2015,3,MW,0.047681889263008516,female,black,18-29,master,employed,76533.68,629,14463.42,0.122,0.01,0
201503_83,2015-03-15,2015,3,W,0.04983282878596561,female,black,45-59,bachelor,employed,72088.03,626,19308.21,0.266,0.01,1
201503_84,2015-03-03,2015,3,MW,0.040765438358415104,female,white,45-59,highschool,self-employed,43282.53,596,10592.27,0.19,0.01,0
201503_85,2015-03-25,2015,3,MW,0.053599231055512925,male,white,18-29,master,employed,69833.89,700,16667.6,0.344,0.01,0
201503_86,2015-03-20,2015,3,MW,0.04121344743161019,male,white,60+,master,employed,74381.74,640,23460.68,0.19,0.01,0
201503_87,2015-03-05,2015,3,S,0.05824044182330205,female,hispanic,30-44,bachelor,unemployed,8000.0,581,2668.56,0.15,0.01,0
201503_88,2015-03-23,2015,3,MW,0.047650956536714556,male,white,18-29,master,employed,96710.48,713,25231.9,0.272,0.01,0
201503_89,2015-03-05,2015,3,S,0.04520779228932681,female,hispanic,45-59,bachelor,employed,49082.61,657,10962.44,0.198,0.01,0
201503_90,2015-03-20,2015,3,MW,0.0432057679154354,male,white,45-59,master,unemployed,39482.89,683,13395.22,0.143,0.01,0
201503_91,2015-03-15,2015,3,W,0.04828314225906085,female,other,30-44,other,employed,59262.3,687,17623.08,0.355,0.01,0
201503_92,2015-03-18,2015,3,MW,0.04566575605712143,female,hispanic,18-29,bachelor,employed,46540.74,711,15129.82,0.182,0.01,0
201503_93,2015-03-15,2015,3,S,0.05650710257758384,female,white,30-44,master,employed,69417.32,664,15365.27,0.043,0.01,0
201503_94,2015-03-02,2015,3,MW,0.04878831436469988,female,hispanic,45-59,bachelor,employed,60236.9,599,20275.58,0.311,0.01,0
201503_95,2015-03-13,2015,3,NE,0.04996242317864611,female,white,30-44,bachelor,employed,50704.58,660,20031.22,0.159,0.01,0
201503_96,2015-03-04,2015,3,S,0.05677308784008972,female,hispanic,30-44,master,employed,64467.41,639,19485.01,0.179,0.01,1
201503_97,2015-03-10,2015,3,MW,0.04477522706613808,female,black,18-29,highschool,employed,27336.41,600,3596.95,0.225,0.01,0
201503_98,2015-03-13,2015,3,W,0.04291333171622613,male,white,18-29,bachelor,self-employed,82861.66,670,17506.61,0.21,0.01,0
201503_99,2015-03-10,2015,3,W,0.04816200720684837,male,black,45-59,highschool,employed,39494.18,670,8372.04,0.146,0.01,0
201504_0,2015-04-18,2015,4,NE,0.048851713656357855,female,hispanic,30-44,bachelor,employed,74211.24,641,17336.22,0.151,0.01,0
201504_1,2015-04-07,2015,4,NE,0.04032384707596121,male,asian,30-44,bachelor,employed,85023.77,715,17321.04,0.248,0.01,0
201504_2,2015-04-04,2015,4,S,0.05117359969028329,female,white,60+,bachelor,self-employed,59404.09,652,16701.99,0.155,0.01,0
201504_3,2015-04-26,2015,4,MW,0.03301250564435171,female,white,30-44,master,self-employed,71348.57,587,5653.43,0.209,0.01,1
201504_4,2015-04-05,2015,4,NE,0.05225133317319744,male,white,30-44,bachelor,employed,50204.87,650,15414.12,0.176,0.01,0
201504_5,2015-04-23,2015,4,NE,0.05109654817790087,female,white,18-29,other,employed,36205.68,634,9529.33,0.249,0.01,0
201504_6,2015-04-16,2015,4,NE,0.047836994467216176,female,white,18-29,highschool,employed,34407.22,698,7710.54,0.203,0.01,0
201504_7,2015-04-03,2015,4,W,0.04404425944724849,female,white,45-59,highschool,employed,47746.97,617,12905.95,0.155,0.01,0
201504_8,2015-04-26,2015,4,NE,0.05157015812176835,female,white,30-44,bachelor,employed,80582.15,654,14651.31,0.143,0.01,0
201504_9,2015-04-18,2015,4,NE,0.044942889643144524,male,hispanic,30-44,bachelor,employed,81159.1,705,10637.8,0.259,0.01,1
201504_10,2015-04-23,2015,4,MW,0.039602689426163365,male,white,18-29,master,self-employed,73321.21,685,20204.6,0.262,0.01,1
201504_11,2015-04-21,2015,4,MW,0.038987918990326456,male,white,30-44,highschool,self-employed,19238.44,629,10075.79,0.264,0.01,0
201504_12,2015-04-14,2015,4,W,0.04698079534630675,female,asian,30-44,bachelor,employed,82851.76,640,13755.33,0.272,0.01,1
201504_13,2015-04-15,2015,4,NE,0.04708846215233619,male,white,18-29,bachelor,employed,69148.56,672,13077.22,0.218,0.01,0
201504_14,2015-04-17,2015,4,S,0.05307880990768165,female,white,45-59,bachelor,employed,65288.44,657,19331.41,0.262,0.01,0
201504_15,2015-04-01,2015,4,S,0.05760904370009366,male,white,18-29,phd,employed,98808.04,658,26137.57,0.249,0.01,0
201504_16,2015-04-25,2015,4,W,0.0528164830242975,male,white,30-44,highschool,employed,46865.18,623,23568.73,0.189,0.01,0
201504_17,2015-04-21,2015,4,S,0.06225240392447943,male,black,45-59,bachelor,employed,41649.39,612,14714.98,0.288,0.01,0
201504_18,2015-04-17,2015,4,W,0.04830068488984146,female,white,30-44,other,unemployed,8000.0,594,5341.7,0.239,0.01,1
201504_19,2015-04-23,2015,4,NE,0.051737945512813854,male,white,45-59,master,employed,94382.32,715,20540.43,0.175,0.01,0
201504_20,2015-04-25,2015,4,MW,0.04594423178565457,male,white,45-59,bachelor,employed,41665.16,674,12515.51,0.234,0.01,0
201504_21,2015-04-11,2015,4,MW,0.03662907150593048,female,white,45-59,bachelor,employed,58577.11,687,20625.93,0.111,0.01,0
201504_22,2015-04-17,2015,4,W,0.04615151472014457,male,hispanic,18-29,highschool,employed,48459.0,644,11457.19,0.267,0.01,0
201504_23,2015-04-26,2015,4,NE,0.04817450888629669,male,asian,18-29,bachelor,employed,94894.79,664,23254.84,0.145,0.01,0
201504_24,2015-04-14,2015,4,NE,0.047445935871151944,female,white,30-44,master,employed,85266.64,670,21882.07,0.131,0.01,0
201504_25,2015-04-20,2015,4,MW,0.044795303356905805,female,white,30-44,bachelor,employed,73603.7,698,15742.93,0.241,0.01,0
201504_26,2015-04-19,2015,4,NE,0.04890259723392836,male,white,45-59,highschool,employed,61000.24,592,16325.91,0.013,0.01,0
201504_27,2015-04-21,2015,4,NE,0.045068366180374714,female,hispanic,45-59,highschool,employed,35836.18,620,9934.93,0.326,0.01,0
201504_28,2015-04-07,2015,4,W,0.047244870230764735,female,white,45-59,highschool,self-employed,35997.91,612,14919.42,0.258,0.01,0
201504_29,2015-04-24,2015,4,MW,0.041804748014574844,female,white,60+,highschool,employed,38079.26,692,8762.24,0.061,0.01,0
201504_30,2015-04-13,2015,4,S,0.041903786365415537,female,white,45-59,highschool,employed,36980.48,627,11944.03,0.368,0.01,0
201504_31,2015-04-18,2015,4,S,0.04801465539844768,female,white,30-44,bachelor,employed,69408.23,602,16713.8,0.387,0.01,1
201504_32,2015-04-23,2015,4,MW,0.04544457162906539,female,white,30-44,highschool,employed,32162.75,649,10599.72,0.187,0.01,0
201504_33,2015-04-14,2015,4,NE,0.05545945657077055,female,white,45-59,highschool,employed,59480.65,642,13869.93,0.135,0.01,0
201504_34,2015-04-01,2015,4,NE,0.03786398371160868,male,white,18-29,bachelor,self-employed,53417.42,632,15648.25,0.368,0.01,1
201504_35,2015-04-07,2015,4,MW,0.04064804183123171,female,white,18-29,highschool,unemployed,8000.0,606,4912.94,0.226,0.01,0
201504_36,2015-04-08,2015,4,S,0.057157269169973796,female,white,30-44,highschool,employed,43037.77,622,6492.82,0.211,0.01,1
201504_37,2015-04-18,2015,4,MW,0.049390977318765836,male,hispanic,45-59,highschool,employed,48215.6,669,16463.4,0.285,0.01,0
201504_38,2015-04-09,2015,4,NE,0.047899432192119916,male,white,18-29,highschool,employed,45886.55,656,10805.73,0.239,0.01,0
201504_39,2015-04-01,2015,4,S,0.051586088207894655,female,white,45-59,bachelor,employed,62850.84,649,13833.52,0.183,0.01,0
201504_40,2015-04-22,2015,4,W,0.05409855374945097,female,black,45-59,highschool,employed,57426.97,610,11516.71,0.111,0.01,1
201504_41,2015-04-17,2015,4,W,0.051980463529992846,male,white,30-44,master,employed,105946.53,682,27679.43,0.156,0.01,0
201504_42,2015-04-19,2015,4,W,0.052293091990380076,female,black,18-29,phd,employed,99529.25,689,24863.83,0.232,0.01,0
201504_43,2015-04-27,2015,4,S,0.052659679987546275,male,hispanic,18-29,master,employed,64538.53,673,17617.86,0.163,0.01,1
201504_44,2015-04-06,2015,4,MW,0.05056847118841839,male,white,45-59,bachelor,employed,72700.59,667,19736.03,0.12,0.01,0
201504_45,2015-04-03,2015,4,S,0.045274656335681444,female,hispanic,45-59,master,self-employed,70257.84,633,19998.8,0.202,0.01,0
201504_46,2015-04-24,2015,4,NE,0.05565615045829507,male,white,45-59,bachelor,employed,72435.77,577,29214.08,0.071,0.0572,0
201504_47,2015-04-05,2015,4,S,0.05466733923279055,male,white,30-44,highschool,employed,34529.86,705,8791.23,0.139,0.01,0
201504_48,2015-04-02,2015,4,S,0.055644670956239074,female,white,18-29,bachelor,employed,57736.1,608,11495.73,0.386,0.01,0
201504_49,2015-04-20,2015,4,NE,0.045273736709612614,male,white,18-29,master,employed,87774.8,610,13864.45,0.226,0.01,0
201504_50,2015-04-25,2015,4,S,0.045929868259459244,male,asian,45-59,highschool,employed,40366.31,650,5310.31,0.167,0.01,0
201504_51,2015-04-04,2015,4,W,0.04853852073895865,female,asian,18-29,highschool,employed,47118.52,589,16721.02,0.225,0.01,0
201504_52,2015-04-10,2015,4,MW,0.04775697274795698,female,hispanic,30-44,master,unemployed,17186.99,610,7176.44,0.177,0.01,1
201504_53,2015-04-10,2015,4,W,0.051513461924093826,female,other,30-44,master,employed,82361.85,695,15190.52,0.24,0.01,1
201504_54,2015-04-24,2015,4,NE,0.05297389297912294,female,asian,18-29,highschool,employed,52488.79,713,22979.05,0.285,0.01,0
201504_55,2015-04-21,2015,4,S,0.05684080847526729,male,black,18-29,bachelor,employed,26971.27,647,8049.87,0.223,0.01,0
201504_56,2015-04-11,2015,4,MW,0.0403810678190352,female,white,30-44,highschool,employed,33901.26,627,10316.58,0.185,0.01,0
201504_57,2015-04-27,2015,4,S,0.05883738036260017,female,white,30-44,master,employed,87483.29,677,30847.72,0.292,0.0106,0
201504_58,2015-04-16,2015,4,W,0.042821888262623356,female,white,18-29,highschool,self-employed,32575.71,578,15101.75,0.144,0.01,0
201504_59,2015-04-26,2015,4,W,0.053535321180325675,female,asian,45-59,highschool,employed,59051.02,639,17887.3,0.196,0.01,0
201504_60,2015-04-17,2015,4,S,0.05458009065596914,female,white,45-59,master,employed,68327.16,653,20398.65,0.21,0.01,0
201504_61,2015-04-16,2015,4,MW,0.04474645390067258,male,white,30-44,bachelor,employed,69507.86,665,21068.1,0.146,0.01,0
201504_62,2015-04-07,2015,4,W,0.05232963309152551,male,white,45-59,bachelor,employed,68528.91,727,16168.36,0.192,0.01,0
201504_63,2015-04-16,2015,4,NE,0.055007343127670694,female,white,30-44,bachelor,unemployed,10283.53,562,3718.06,0.136,0.01,1
201504_64,2015-04-03,2015,4,W,0.051853193394750696,female,white,30-44,highschool,self-employed,42123.51,632,12828.16,0.245,0.01,0
201504_65,2015-04-26,2015,4,MW,0.04089771075222166,female,white,45-59,bachelor,employed,48315.73,585,11571.8,0.106,0.01,0
201504_66,2015-04-16,2015,4,NE,0.053813347752192764,male,black,45-59,highschool,employed,45882.91,625,7609.05,0.274,0.01,0
201504_67,2015-04-08,2015,4,S,0.05092605195014776,female,white,45-59,bachelor,employed,71534.33,631,16819.06,0.195,0.01,0
